Obs,Date,Time,AnimalID,Action,Recipient,Response ,Actor2,Actor3,Recip2,Recip3,Context ,Erection,Intromission,Ejaculation ,Notes,Prox_10M_AF,Prox_10M_All,Thrust_Number,IOR
SE,08/04/2019,08:33:56,3U6,Aggression,7S9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,08:43:26,7G1,Submission,2D0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,08:43:51,1B1,Submission,81O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,08:48:00,3I3,Aggression,4L9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,08:48:11,7G1,Submission,33T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,08:48:25,6B8,Submission,33T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,08:49:22,4G8,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,08:50:44,0J4,Aggression,4G8,NA,7G1,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,08:52:10,36V,Aggression,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,08:53:10,INFANT,Mount,JVMUN,Grm,,,,,F,UN,UN,NoEjac,,9,20,3,0
JC,08/04/2019,08:55:07,2Q9,Aggression,76Z,NA,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,08:58:21,4I8,Submission,76Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,09:12:31,FUN,Mount,8V1,NA,,,,,UN,NA,NA,NA,,5,12,UN,0
JC,08/04/2019,09:21:57,7J0,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,09:22:50,2M3,Submission,7G9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,09:23:03,7G9,Submission,7D2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,09:23:24,2M3,Submission,7D2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,09:32:27,5B2,Submission,5K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,09:42:11,6P3,Submission,9N9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,09:50:50,4L9,Mount,FUN,Grm,,,,,CoAgg,Erection,UN,NoEjac,,9,15,4,0
SE,08/04/2019,09:53:08,77I,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,09:57:37,12O,Mount,FUN,NA,,,,,CoAgg,UN,UN,NoEjac,,2,7,7+,0
SE,08/04/2019,10:28:48,1F2,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,10:30:12,5Q4,Aggression,3L7,IgnoreRefusal,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,10:33:38,5R1,Mount,9C8,NA,,,,,T,UN,UN,NoEjac,,0,1,2,0
SE,08/04/2019,10:34:01,61R,Mount,FUN,NA,,,,,CoAgg,Erection,UN,NoEjac,,4,14,3,0
JC,08/04/2019,10:35:05,9R5,Mount,4O5,NA,,,,,R,Erection,Intro,NoEjac,,3,11,5,0
SE,08/04/2019,10:36:57,12O,Aggression,8J3,NA,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,10:37:23,4O5,Submission,2M3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,10:38:48,9R5,Submission,5K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,10:44:55,36V,Submission,0G8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,10:50:35,5K5,Submission,5D1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,10:51:59,9C8,No Value,,NA,,,,,NA,NA,NA,NA,Bad wound ,NA,NA,NA,0
JC,08/04/2019,10:57:57,5G2,Aggression,4P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,10:58:24,4N3,Submission,5G2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,08/04/2019,12:44:11,3P3,Erection,8O5,NA,,,,,Grm,Erection,NA,NoEjac,,0,3,NA,0
JC,08/04/2019,12:44:26,7H9,Submission,2Q9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,12:44:51,88T,Aggression,7H9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/04/2019,12:55:15,5G2,Mount,25L,Grm,,,,,UN,UN,UN,NoEjac,,2,5,4,0
JC,08/04/2019,13:39:52,96Z,SelfStim,,NA,,,,,NA,NA,NA,NoEjac,,NA,NA,NA,0
JC,08/04/2019,13:41:38,4Z7,Mount,4Z5,NA,,,,,CoaggObs,Erection,NoIntro,NoEjac,,15+,20,4,0
JC,08/04/2019,13:42:24,4Z5,Mount,6Y2,NA,,,,,Play,Erection,NoIntro,NoEjac,,15+,20,4,0
JC,08/04/2019,13:44:50,INFANT,GenStim,8S4,NA,,,,,NA,NA,NA,NoEjac,Fellatio,NA,NA,NA,0
SE,08/04/2019,13:59:04,8A7,Mount,9R6,Grm,,,,,CoaggObs,2Erection,NoIntro,NoEjac,,0,0,7+,0
JC,08/04/2019,14:06:09,8U7,Mount,0T2,NA,,,,,UN,Erection,UN,NoEjac,Non group,NA,NA,UN,0
JC,09/04/2019,07:55:37,2M3,Mount,1G9,NA,,,,,T,NoErection,NoIntro,NoEjac,,8,20,1,0
JC,09/04/2019,07:59:41,30Z,Submission,2N1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:01:41,4N3,Aggression,30Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:08:19,3M9,Aggression,9C8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:09:19,3K4,Aggression,7A2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,08:11:21,2D0,Mount,4G8,NA,,,,,UN,UN,UN,NoEjac,,3,9,5,0
SE,09/04/2019,08:18:26,4U9,Mount,4U0,NA,,,,,UN,UN,UN,NoEjac,Seen at the Top of a dead tree at the other end of the beach. ,UN,UN,7+,0
JC,09/04/2019,08:18:56,9N9,Submission,4N3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:34:10,4N3,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:34:25,7J0,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:34:45,88T,Aggression,4N3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:36:09,4P8,Aggression,7J0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:38:41,3T0,Aggression,9O9,IgnoreRefusal,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:40:40,3T0,Aggression,7J0,IgnoreRefusal,,,,,NA,NA,NA,NA,Has 88t nearby passive but who adults are scared of,NA,NA,NA,0
SE,09/04/2019,08:42:46,9F9,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:44:32,4P8,Submission,6J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:46:40,6P3,Submission,5L1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,08:52:23,,No Value,,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,09:04:24,3L7,No Value,,NA,,,,,NA,NA,NA,NA,Again alone with infant. Who is the mum?,NA,NA,NA,0
JC,09/04/2019,09:06:22,6H9,Aggression,3L7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,09:06:33,6H9,Aggression,9N9,NA,,,,,NA,NA,NA,NA,"He is trying to get 5g2 to team up, but 5g2 is not fussed",NA,NA,NA,0
JC,09/04/2019,09:07:57,6H9,Submission,5G2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,09:11:51,6EE6,Submission,0C7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,09:12:31,3U3,Mount,8J3,NA,,,,,UN,UN,UN,NoEjac,,8,15,0,0
SE,09/04/2019,09:21:54,3I6,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,09:22:17,76Z,Submission,7Q8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,09:23:45,7Q8,Aggression,2M3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,09:23:51,93R,Submission,8C3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,09:28:31,5EE1,Submission,6J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,09:31:47,5D1,Aggression,6J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,09:34:00,30Z,Submission,5D1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,09:38:33,0H8,Submission,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,09:39:06,2N1,Submission,7D2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,09:41:00,0H8,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,09:44:18,2N0,Submission,8C3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,09:59:16,3I6,Aggression,9EE3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,10:01:53,JVMUN,Mount,FUN,NA,,,,,CoAgg,NoErection,NoIntro,NoEjac,,4,9,7+,0
SE,09/04/2019,10:35:37,JVMUN,Mount,JVMUN,NA,,,,,T,NoErection,NoIntro,NoEjac,,7,20,0,0
SE,09/04/2019,10:35:53,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,7,20,0,0
SE,09/04/2019,10:35:56,JVMUN,Mount,JVMUN,NA,,,,,Reciprocal,NoErection,NoIntro,NoEjac,,7,20,2,0
SE,09/04/2019,10:36:55,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,7,20,0,0
SE,09/04/2019,10:38:20,0H8,Submission,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,10:39:16,JVMUN,Mount,7U9,NA,,,,,Play,Erection,NoIntro,NoEjac,,0,4,2,0
JC,09/04/2019,10:42:20,7U9,SelfStim,JVMUN,NA,,,,,Grm,NA,NA,NoEjac,,NA,NA,NA,0
SE,09/04/2019,10:47:12,81O,Mount,FUN,Grm,,,,,CoaggObs,Erection,UN,NoEjac,,8,20,2,0
SE,09/04/2019,10:50:14,81O,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,8,18,3,0
SE,09/04/2019,10:51:54,81O,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,9,20,2,0
SE,09/04/2019,10:53:00,81O,Aggression,3M2,NA,FUN,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,10:55:04,81O,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,3,2,0
SE,09/04/2019,10:56:44,81O,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,4,3,0
SE,09/04/2019,10:58:51,81O,Mount,FUN,NA,,,,,CoAgg,Erection,Intro,NoEjac,,2,6,3,0
SE,09/04/2019,11:09:50,2O1,Submission,8N5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,12:33:25,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,7,13,7+,0
SE,09/04/2019,12:33:37,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,7,13,2,0
SE,09/04/2019,12:33:39,JVMUN,Mount,AG8,NA,,,,,Play,NoErection,NoIntro,NoEjac,,7,13,3,0
SE,09/04/2019,12:33:45,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,7,13,1,0
SE,09/04/2019,12:34:14,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,7,13,4,0
SE,09/04/2019,12:36:24,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,7,13,7+,0
JC,09/04/2019,12:38:05,5L1,Mount,4S4,Grm,,,,,CoAgg,UN,UN,NoEjac,,4,10,2,0
JC,09/04/2019,12:47:16,7J0,Aggression,9O9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,12:56:49,6Y5,Mount,JVFUN,NA,,,,,CoAgg,Erection,UN,NoEjac,,4,6,3,0
SE,09/04/2019,13:02:11,5P4,Submission,9F9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,13:10:16,9N9,Mount,JVMUN,NA,,,,,CoaggObs,2Erection,NoIntro,NoEjac,,0,1,3,0
JC,09/04/2019,13:10:48,9N9,Mount,JVMUN,NA,,,,,CoaggObs,2Erection,UN,NoEjac,,0,1,5,0
JC,09/04/2019,13:40:22,4Y0,Aggression,4O5,IgnoreRefusal,3R8,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,09/04/2019,13:41:57,5EE1,Erection,8R0,NA,,,,,Grm,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,13:42:36,36V,Aggression,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,09/04/2019,13:46:42,5B0,Mount,FUN,NA,,,,,UN,UN,UN,UN,,2,8,UN,0
SE,09/04/2019,13:54:10,8V9,Mount,0H8,Grm,,,,,Grm,UN,UN,NoEjac,,0,3,6,0
JC,09/04/2019,13:56:20,3K4,Mount,7S3,NA,,,,,CoAgg,NoErection,NoIntro,NoEjac,,0,1,3,0
JC,10/04/2019,07:25:34,9K4,Mount,1W7,Grm,,,,,R,UN,UN,NoEjac,Non group,0,0,2,0
JC,10/04/2019,07:26:33,9K4,Mount,1W7,Grm,,,,,Aff,UN,UN,NoEjac,Non group,0,0,4,0
JC,10/04/2019,07:40:48,INFANT,Mount,FUN,NA,,,,,CoAgg,Erection,NoIntro,NoEjac,,2,5,3,0
SE,10/04/2019,07:47:21,6U2,Submission,7G1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,07:54:52,3I6,Aggression,9EE3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,07:57:54,4I8,Submission,8D6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,08:01:47,88T,Aggression,76Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,08:02:41,2Q9,Aggression,5D1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,08:03:24,1EE5,Mount,8J3,NA,,,,,T,RErection,NoIntro,NoEjac,"8J3 travelling past, didn't see if it was agg or not",2,6,4,0
SE,10/04/2019,08:05:49,5K8,Mount,8J3,NA,,,,,UN,UN,UN,NoEjac,Grunting at arrival of food,0,2,6,0
JC,10/04/2019,08:10:05,7H9,Submission,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,08:10:09,19T,Aggression,8R6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,08:17:27,0M1,Aggression,8K1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,08:19:22,8R6,Mount,5U1,Grm,,,,,T,UN,UN,NoEjac,,0,2,7+,0
SE,10/04/2019,08:20:38,8R6,Mount,5U1,NA,,,,,CoaggObs,Erection,NoIntro,NoEjac,,0,2,2,0
SE,10/04/2019,08:20:51,8R6,Mount,5U1,Grm,,,,,Aff,Erection,NoIntro,NoEjac,,0,2,4,0
SE,10/04/2019,08:22:32,8R6,Mount,5U1,Grm,,,,,T,Erection,UN,NoEjac,,0,3,7+,0
SE,10/04/2019,08:24:32,8R6,Mount,5U1,Grm,,,,,CoAgg,Erection,UN,NoEjac,At 6U2,0,3,7+,0
JC,10/04/2019,08:25:33,3R8,Aggression,1Q0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,08:25:33,8R6,Mount,5U1,NA,,,,,CoAgg,Erection,UN,NoEjac,At 6U2,0,3,5,0
SE,10/04/2019,08:26:48,8R6,Mount,5U1,Grm,,,,,CoAgg,Erection,NoIntro,NoEjac,At 6U2,0,3,7+,0
SE,10/04/2019,08:29:07,0I9,Aggression,2N0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,08:38:25,8R6,Aggression,6P9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,08:39:30,7Q8,Aggression,4L9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,08:41:22,3R8,Submission,3K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,08:43:56,1M1,Aggression,4D3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,08:58:55,7G9,Submission,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,09:09:33,7G9,Submission,96Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,09:20:16,8M1,Mount,6W0,NA,,,,,Agg,UN,UN,NoEjac,,0,0,0,0
SE,10/04/2019,09:31:43,3P6,Aggression,6I9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,09:42:09,5Q4,Submission,88T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,09:47:07,5K5,Aggression,7S3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,09:47:22,5K5,Aggression,8S6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,09:54:41,3L7,Mount,4O5,NA,,,,,Agg,NoErection,NoIntro,NoEjac,,0,1,1,0
SE,10/04/2019,09:57:40,8V9,Submission,8N5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,09:59:39,JVMUN,Mount,9V0,NA,,,,,Play,NoErection,NoIntro,NoEjac,,8,20,7+,0
SE,10/04/2019,10:03:57,8A7,Aggression,8U5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,10:05:21,3L7,No Value,INFANT,NA,,,,,NA,NA,NA,NA,Carries ventrally to protect from agg jvms video. Mother is 4F5?,NA,NA,NA,0
JC,10/04/2019,10:08:25,3R8,Submission,3L7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,10:09:03,3L7,SelfStim,,NA,,,,,R,NA,NA,NoEjac,,NA,NA,NA,0
SE,10/04/2019,10:18:07,4EE2,Submission,2D0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,10:30:16,61R,Mount,FUN,NA,,,,,CoAgg,UN,UN,NoEjac,,14,20,2,0
SE,10/04/2019,10:31:18,8U5,Mount,FUN,NA,,,,,CoAgg,UN,UN,NoEjac,,13,20,UN,0
SE,10/04/2019,10:32:30,8U5,Mount,FUN,NA,,,,,UN,UN,UN,NoEjac,,13,20,4,0
SE,10/04/2019,10:33:27,8U5,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,8,20,7+,0
SE,10/04/2019,10:34:01,8U5,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,8,20,7+,0
SE,10/04/2019,10:34:06,8U5,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,8,20,7+,0
SE,10/04/2019,10:38:14,5B0,Submission,1B1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,10:38:28,1B1,Submission,12O,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,10:42:09,04T,Mount,FUN,NA,,,,,UN,Erection,UN,NoEjac,,0,2,7+,0
SE,10/04/2019,10:42:40,04T,Mount,FUN,NA,,,,,Aff,Erection,Intro,Ejac,,0,2,7+,0
JC,10/04/2019,10:42:56,6P3,Submission,2N1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,10:44:07,2N1,Aggression,3R8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,10:44:36,7H9,Aggression,97V,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,10:47:08,12O,Aggression,04T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,10/04/2019,10:55:13,8D6,Submission,3I3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,11:23:42,,No Value,,NA,,,,,NA,NA,NA,NA,2O1 found dead around 9am - fresh. ,NA,NA,NA,0
JC,10/04/2019,12:46:43,7D2,Submission,2Q9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,12:55:54,2N2,Submission,8N5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,13:01:43,7S9,Submission,2N0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,10/04/2019,13:09:24,81O,Mount,FUN,NA,,,,,CoaggObs,UN,UN,NoEjac,Bites the back of her neck,1,7,4,0
SE,10/04/2019,13:10:43,81O,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,5,5,0
SE,10/04/2019,13:12:02,81O,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,5,6,0
SE,10/04/2019,13:12:13,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,1,4,3,0
SE,10/04/2019,13:13:18,81O,Mount,FUN,NA,,,,,Aff,Erection,Intro,Ejac,,1,4,7+,0
JC,10/04/2019,13:23:28,4S4,SelfStim,,NA,,,,,R,NA,NA,NoEjac,,NA,NA,NA,0
SE,10/04/2019,13:41:47,4EE2,Submission,3I6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,11/04/2019,07:39:05,5B2,Submission,2N1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,11/04/2019,07:49:31,96Z,SelfStim,,NA,,,,,R,NA,NA,NoEjac,,NA,NA,NA,0
JC,11/04/2019,07:54:48,25L,Mount,FUN,NA,,,,,Agg,NoErection,NoIntro,NoEjac,,5,9,1,0
JC,11/04/2019,07:58:58,3L7,Aggression,6Q1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,08:01:58,1R8,Submission,4U6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,08:02:41,4R8,Mount,4U6,NA,,,,,Agg,Erection,UN,NoEjac,4U6 aggressor ,0,2,3,0
SE,11/04/2019,08:04:21,4R8,Mount,4U6,NA,,,,,Play,Erection,UN,NoEjac,Bites as thrusting,0,3,7+,0
JC,11/04/2019,08:04:26,7Q8,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,11/04/2019,08:04:41,5L1,Mount,7Q8,NA,,,,,Agg,NoErection,NoIntro,NA,7q8 bit him. He scream and f grin. The gestural mount. 7q8 was just passing by ,1,4,0,0
SE,11/04/2019,08:07:24,4R8,Mount,4U6,NA,,,,,Play,UN,UN,NoEjac,Bites as thrusting,0,0,7+,0
JC,11/04/2019,08:11:01,5L1,Mount,2M3,Grm,,,,,Aff,UN,UN,NoEjac,,0,2,4,0
SE,11/04/2019,08:13:31,4R8,Mount,1R8,NA,,,,,Play,Erection,UN,NoEjac,Response play,0,1,7+,0
SE,11/04/2019,08:24:28,3M8,Submission,3P3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,08:24:40,4R8,Submission,3M8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,08:26:38,1R8,Submission,3M2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,11/04/2019,08:27:36,6V1,Mount,FUN,NA,,,,,CoAgg,UN,UN,NoEjac,,15+,20,3,0
SE,11/04/2019,08:30:46,8U5,Submission,4K7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,08:32:12,,No Value,,NA,,,,,NA,NA,NA,NA,8M1 blood/scratch across face,NA,NA,NA,0
SE,11/04/2019,08:33:02,,No Value,,NA,,,,,NA,NA,NA,NA,5P4 right eyebrow cut and swollen,NA,NA,NA,0
SE,11/04/2019,08:36:57,2D0,Mount,5P4,NA,,,,,UN,2Erection,NoIntro,NoEjac,"Big agg happened after, many guys. ",0,3,7+,0
SE,11/04/2019,08:41:43,9F9,Aggression,6K5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,11/04/2019,08:42:40,5B2,Submission,4L9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,08:47:21,,No Value,,NA,,,,,NA,NA,NA,NA,7K4 looked like he just mounted 9F9 but saw nothing. During the big agg from previous mount adlib,NA,NA,NA,0
JC,11/04/2019,08:53:19,30L,Submission,5EE1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,08:56:59,5K8,Aggression,04T,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,09:05:28,1F2,Mount,SAMUN,NA,,,,,UN,UN,UN,NoEjac,Rec ran into group of SAMUN by the time I arrived ,10,20,5,0
JC,11/04/2019,09:07:16,INFANT,Mount,INFANT,NA,,,,,T,UN,UN,NoEjac,,15+,20,7+,0
SE,11/04/2019,09:08:34,6B8,Mount,0I9,NA,,,,,T,UN,UN,NoEjac,Other side of the beach,15+,20,4,0
JC,11/04/2019,09:08:46,3Q6,Mount,SAMUN,NA,,,,,UN,Erection,UN,NoEjac,Non group ,NA,NA,4,0
SE,11/04/2019,09:09:57,8K9,Submission,6B8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,09:14:53,12O,Mount,33T,UN,,,,,UN,UN,UN,UN,Danny saw 120 mount 33T yesterday ,UN,UN,UN,0
JC,11/04/2019,09:15:14,,No Value,,NA,,,,,NA,NA,NA,NA,Big group agg R vs S,NA,NA,NA,0
SE,11/04/2019,09:17:40,77I,Aggression,4U9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,09:18:01,81O,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,11/04/2019,09:19:53,7U9,Mount,JVMUN,NA,,,,,F,UN,UN,NoEjac,,NA,NA,7+,0
JC,11/04/2019,09:22:48,2Q9,Submission,3I3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,09:25:00,9M5,Aggression,07D,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,11/04/2019,09:36:22,4P8,Aggression,6P3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,11/04/2019,09:45:17,JVMUN,Mount,JVFUN,NA,,,,,Play,NoErection,NoIntro,NoEjac,,15+,20,7+,0
